latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
19.41155,-155.27415,334.63,0.44,0.63,2025-01-07,0015,N21,VIIRS,n,2.0NRT,299.86,10.14,D
19.40461,-155.2861,335.78,0.44,0.63,2025-01-07,0015,N21,VIIRS,n,2.0NRT,296.06,7.05,D
37.5582,-76.76413,305.48,0.66,0.73,2025-01-07,0557,N21,VIIRS,n,2.0NRT,267.24,2.12,N
37.56083,-76.76658,313.64,0.66,0.73,2025-01-07,0557,N21,VIIRS,n,2.0NRT,267.5,3.05,N
38.51808,-77.82192,323.71,0.47,0.48,2025-01-07,0735,N21,VIIRS,n,2.0NRT,267.44,3.2,N
41.05222,-94.33584,322.69,0.53,0.5,2025-01-07,0735,N21,VIIRS,n,2.0NRT,258.52,4.08,N
46.51909,-84.37797,331.9,0.39,0.36,2025-01-07,0735,N21,VIIRS,n,2.0NRT,265.92,6.38,N
38.61957,-77.57446,322.46,0.49,0.48,2025-01-07,0735,N21,VIIRS,n,2.0NRT,267.05,4.5,N
38.61918,-77.57372,331.64,0.49,0.48,2025-01-07,0735,N21,VIIRS,n,2.0NRT,267.42,3.54,N
41.18028,-87.8556,325.97,0.42,0.38,2025-01-07,0735,N21,VIIRS,n,2.0NRT,266.74,4.24,N
35.34138,-80.82611,323.06,0.39,0.44,2025-01-07,0737,N21,VIIRS,n,2.0NRT,271.38,2.7,N
38.0757,-97.22816,328.74,0.36,0.57,2025-01-07,0737,N21,VIIRS,n,2.0NRT,254.59,3.21,N
39.493,-94.40126,334.77,0.51,0.5,2025-01-07,0737,N21,VIIRS,n,2.0NRT,253.87,6.6,N
33.48075,-84.38521,304.55,0.44,0.38,2025-01-07,0737,N21,VIIRS,n,2.0NRT,270.68,1.18,N
33.01305,-79.88556,332.47,0.49,0.48,2025-01-07,0737,N21,VIIRS,n,2.0NRT,278.32,24.06,N
33.48161,-84.38307,306.57,0.44,0.38,2025-01-07,0737,N21,VIIRS,n,2.0NRT,270.8,1.18,N
37.55592,-78.49448,295.12,0.46,0.47,2025-01-07,0737,N21,VIIRS,n,2.0NRT,267.35,0.94,N
35.50448,-80.32982,300.97,0.41,0.45,2025-01-07,0737,N21,VIIRS,n,2.0NRT,270.55,1.49,N
34.98599,-78.46272,303.02,0.53,0.5,2025-01-07,0737,N21,VIIRS,n,2.0NRT,271.59,1.4,N
37.87239,-78.5963,304.74,0.45,0.47,2025-01-07,0737,N21,VIIRS,n,2.0NRT,264.71,2.37,N
37.01112,-79.59557,295.74,0.42,0.45,2025-01-07,0737,N21,VIIRS,n,2.0NRT,268.16,0.57,N
36.76983,-80.22215,320.02,0.39,0.44,2025-01-07,0737,N21,VIIRS,n,2.0NRT,267.79,3.59,N
33.01283,-79.8848,349.2,0.49,0.48,2025-01-07,0737,N21,VIIRS,n,2.0NRT,277.4,25.03,N
28.70028,-96.53413,303.15,0.51,0.5,2025-01-07,0739,N21,VIIRS,n,2.0NRT,275.91,1.76,N
30.24049,-93.27705,295.33,0.53,0.42,2025-01-07,0739,N21,VIIRS,n,2.0NRT,279.26,1.86,N
29.72288,-95.25401,295.09,0.44,0.46,2025-01-07,0739,N21,VIIRS,n,2.0NRT,281.58,1.14,N
29.36949,-94.91072,295.22,0.42,0.45,2025-01-07,0739,N21,VIIRS,n,2.0NRT,279.88,1.4,N
29.73941,-95.16418,305.75,0.44,0.46,2025-01-07,0739,N21,VIIRS,n,2.0NRT,280.54,1.21,N
29.37456,-94.91876,296.65,0.42,0.45,2025-01-07,0739,N21,VIIRS,n,2.0NRT,281.03,1.43,N
30.25131,-93.27933,340.43,0.53,0.42,2025-01-07,0739,N21,VIIRS,n,2.0NRT,277.75,12.76,N
29.99481,-90.4067,303.25,0.41,0.37,2025-01-07,0739,N21,VIIRS,n,2.0NRT,273.82,2.76,N
29.99701,-90.39773,295.36,0.41,0.37,2025-01-07,0739,N21,VIIRS,n,2.0NRT,279.14,1.01,N
29.7664,-90.62987,309.95,0.41,0.37,2025-01-07,0739,N21,VIIRS,n,2.0NRT,272.78,1.57,N
28.17322,-99.81463,297.37,0.4,0.6,2025-01-07,0739,N21,VIIRS,n,2.0NRT,273.7,0.65,N
29.87253,-94.9261,303.2,0.43,0.46,2025-01-07,0739,N21,VIIRS,n,2.0NRT,274.8,1.49,N
30.50249,-94.99386,295.15,0.44,0.46,2025-01-07,0739,N21,VIIRS,n,2.0NRT,271.76,0.74,N
30.00039,-90.3971,300.21,0.41,0.37,2025-01-07,0739,N21,VIIRS,n,2.0NRT,277.07,1.03,N
28.49393,-99.20104,295.14,0.37,0.58,2025-01-07,0739,N21,VIIRS,n,2.0NRT,273.58,0.41,N
30.04165,-93.74855,304.36,0.55,0.43,2025-01-07,0739,N21,VIIRS,n,2.0NRT,275.49,1.28,N
29.75365,-93.8782,303.51,0.56,0.43,2025-01-07,0739,N21,VIIRS,n,2.0NRT,276.78,1.96,N
30.00156,-90.40545,332.34,0.41,0.37,2025-01-07,0739,N21,VIIRS,n,2.0NRT,280.75,2.54,N
30.00097,-90.40128,300.35,0.41,0.37,2025-01-07,0739,N21,VIIRS,n,2.0NRT,279.54,2.54,N
29.861,-93.97891,308.82,0.57,0.43,2025-01-07,0739,N21,VIIRS,n,2.0NRT,277.29,2.84,N
28.36692,-100.10107,295.16,0.42,0.61,2025-01-07,0739,N21,VIIRS,n,2.0NRT,274.14,0.46,N
29.7569,-93.87186,303.04,0.56,0.43,2025-01-07,0739,N21,VIIRS,n,2.0NRT,274.44,1.72,N
30.0675,-93.51933,306.55,0.54,0.42,2025-01-07,0739,N21,VIIRS,n,2.0NRT,271.42,0.87,N
29.06693,-95.78808,343.71,0.47,0.48,2025-01-07,0739,N21,VIIRS,n,2.0NRT,273.99,7.94,N
29.99643,-90.39355,296.71,0.41,0.37,2025-01-07,0739,N21,VIIRS,n,2.0NRT,280.06,1.01,N
29.22853,-95.20323,339.1,0.43,0.46,2025-01-07,0739,N21,VIIRS,n,2.0NRT,275.91,16.85,N
29.75758,-93.8776,299.53,0.56,0.43,2025-01-07,0739,N21,VIIRS,n,2.0NRT,276.3,2.01,N
29.59943,-89.89711,313.01,0.39,0.36,2025-01-07,0739,N21,VIIRS,n,2.0NRT,273.17,1.34,N
26.55528,-80.49352,328.61,0.62,0.54,2025-01-07,0739,N21,VIIRS,n,2.0NRT,292.03,7.96,N
29.22805,-95.19877,313.94,0.43,0.46,2025-01-07,0739,N21,VIIRS,n,2.0NRT,278.7,16.85,N
28.87371,-97.86477,306.25,0.62,0.54,2025-01-07,0739,N21,VIIRS,n,2.0NRT,273.05,1.19,N
28.05848,-97.43938,314.42,0.57,0.52,2025-01-07,0739,N21,VIIRS,n,2.0NRT,275.77,3.31,N
28.9946,-97.84251,295.46,0.62,0.54,2025-01-07,0739,N21,VIIRS,n,2.0NRT,271.58,1.34,N
29.57749,-98.03294,321.69,0.32,0.55,2025-01-07,0739,N21,VIIRS,n,2.0NRT,275.08,1.76,N
29.83525,-93.9649,303.1,0.57,0.43,2025-01-07,0739,N21,VIIRS,n,2.0NRT,277.55,1.56,N
29.98598,-90.44261,297.9,0.41,0.37,2025-01-07,0739,N21,VIIRS,n,2.0NRT,275.03,0.62,N
30.05213,-90.66811,312.06,0.41,0.37,2025-01-07,0739,N21,VIIRS,n,2.0NRT,275.84,1.45,N
27.82266,-97.20638,307.07,0.55,0.51,2025-01-07,0739,N21,VIIRS,n,2.0NRT,277.18,2.15,N
30.58155,-91.24039,301.96,0.43,0.38,2025-01-07,0739,N21,VIIRS,n,2.0NRT,272.51,1.22,N
29.60876,-95.02271,297.07,0.43,0.46,2025-01-07,0739,N21,VIIRS,n,2.0NRT,279.61,0.52,N
28.5813,-98.28026,301.85,0.33,0.55,2025-01-07,0739,N21,VIIRS,n,2.0NRT,272.44,1.42,N
29.03685,-95.71,296.02,0.46,0.47,2025-01-07,0739,N21,VIIRS,n,2.0NRT,272.8,0.68,N
29.37687,-94.94038,298.96,0.42,0.45,2025-01-07,0739,N21,VIIRS,n,2.0NRT,280.26,1.57,N
28.70989,-96.53825,304.69,0.51,0.5,2025-01-07,0739,N21,VIIRS,n,2.0NRT,275.19,1.76,N
29.3764,-94.93605,300.39,0.42,0.45,2025-01-07,0739,N21,VIIRS,n,2.0NRT,280.26,1.94,N
29.9976,-90.4019,295.94,0.41,0.37,2025-01-07,0739,N21,VIIRS,n,2.0NRT,279.19,2.76,N
28.6816,-98.95867,307.71,0.36,0.58,2025-01-07,0739,N21,VIIRS,n,2.0NRT,274.29,1.21,N
28.51358,-98.78642,297.74,0.35,0.57,2025-01-07,0739,N21,VIIRS,n,2.0NRT,273.09,0.94,N
28.5188,-98.78584,316.94,0.35,0.57,2025-01-07,0739,N21,VIIRS,n,2.0NRT,273.05,0.94,N
28.52559,-98.74197,300.16,0.35,0.57,2025-01-07,0739,N21,VIIRS,n,2.0NRT,272.86,0.55,N
29.06734,-95.74931,298.84,0.47,0.47,2025-01-07,0739,N21,VIIRS,n,2.0NRT,281.22,1.7,N
30.042,-93.33262,300.11,0.53,0.42,2025-01-07,0739,N21,VIIRS,n,2.0NRT,276.94,1.49,N
30.03068,-94.03931,306.72,0.38,0.43,2025-01-07,0739,N21,VIIRS,n,2.0NRT,272.39,0.68,N
30.18707,-90.98852,303,0.42,0.38,2025-01-07,0739,N21,VIIRS,n,2.0NRT,274.5,1.7,N
28.87505,-98.0482,309.74,0.32,0.55,2025-01-07,0739,N21,VIIRS,n,2.0NRT,272.06,0.95,N
28.35204,-98.56516,305.19,0.34,0.56,2025-01-07,0739,N21,VIIRS,n,2.0NRT,273.19,0.68,N
30.32566,-91.24099,303.19,0.43,0.38,2025-01-07,0739,N21,VIIRS,n,2.0NRT,278.03,0.87,N
29.99818,-90.40607,332.66,0.41,0.37,2025-01-07,0739,N21,VIIRS,n,2.0NRT,281.82,2.76,N
27.46269,-97.60115,295.57,0.58,0.52,2025-01-07,0739,N21,VIIRS,n,2.0NRT,273.61,1.28,N
30.06234,-90.66624,295.36,0.41,0.37,2025-01-07,0739,N21,VIIRS,n,2.0NRT,277.05,1.13,N
27.82627,-97.19467,295.9,0.55,0.51,2025-01-07,0739,N21,VIIRS,n,2.0NRT,276.09,1.81,N
29.22431,-95.20381,336.46,0.43,0.46,2025-01-07,0739,N21,VIIRS,n,2.0NRT,281.36,8.14,N
30.26023,-93.28904,298.83,0.53,0.42,2025-01-07,0739,N21,VIIRS,n,2.0NRT,273.67,0.96,N
29.22383,-95.19936,331.44,0.43,0.46,2025-01-07,0739,N21,VIIRS,n,2.0NRT,279.21,8.14,N
47.57038,-122.36941,316.09,0.41,0.61,2025-01-07,0915,N21,VIIRS,n,2.0NRT,278.59,2.68,N
45.22814,-123.16721,307.49,0.43,0.62,2025-01-07,0915,N21,VIIRS,n,2.0NRT,275.2,1.67,N
45.86683,-122.9472,302.63,0.43,0.62,2025-01-07,0915,N21,VIIRS,n,2.0NRT,274.98,1.3,N
42.68498,-111.59183,336.36,0.4,0.37,2025-01-07,0917,N21,VIIRS,n,2.0NRT,279.41,44.37,N
41.16004,-121.70553,298.05,0.34,0.56,2025-01-07,0917,N21,VIIRS,n,2.0NRT,272.52,1.19,N
42.68099,-111.58791,325.84,0.4,0.37,2025-01-07,0917,N21,VIIRS,n,2.0NRT,267.93,5.28,N
41.88126,-112.19592,297.42,0.4,0.37,2025-01-07,0917,N21,VIIRS,n,2.0NRT,272.44,0.68,N
43.14762,-115.66673,296.59,0.53,0.42,2025-01-07,0917,N21,VIIRS,n,2.0NRT,270.65,1.69,N
41.57238,-110.91078,331.88,0.39,0.36,2025-01-07,0917,N21,VIIRS,n,2.0NRT,261.17,3.85,N
41.16026,-121.70957,304.47,0.34,0.56,2025-01-07,0917,N21,VIIRS,n,2.0NRT,272.12,1.19,N
34.34949,-111.08525,317.81,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,277.81,1.74,N
34.34878,-111.08108,301.32,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,276.68,1.41,N
34.34737,-111.07278,300.49,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.19,1,N
34.34689,-111.09024,311.49,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,272.97,2.5,N
38.01319,-122.11315,299.48,0.33,0.55,2025-01-07,0919,N21,VIIRS,n,2.0NRT,285.54,1.79,N
37.74138,-122.10329,296.3,0.33,0.55,2025-01-07,0919,N21,VIIRS,n,2.0NRT,280.68,0.22,N
34.34618,-111.08604,319.56,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.46,2.5,N
34.34547,-111.08187,308.21,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,277.04,2.41,N
34.32369,-111.05014,324.98,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,276.99,4.64,N
34.29038,-118.80176,311.21,0.4,0.44,2025-01-07,0919,N21,VIIRS,n,2.0NRT,283.28,1.73,N
34.60601,-117.3363,305.76,0.51,0.41,2025-01-07,0919,N21,VIIRS,n,2.0NRT,277.04,2.75,N
34.32108,-111.0551,300,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,270.95,3.51,N
34.3334,-111.08734,308.12,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,274.77,1.7,N
34.33411,-111.09156,300.71,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,272.58,1.7,N
34.34026,-111.09183,299.92,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,271.26,1.55,N
34.33741,-111.07505,310.84,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.14,3.44,N
34.32558,-111.04092,324.04,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,274.36,2.6,N
34.34476,-111.07771,312.03,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,277.04,2.41,N
34.33527,-111.06244,316.04,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,277.05,2.86,N
34.33338,-111.07159,336.45,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,278.61,3.44,N
34.33266,-111.06738,323.93,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,279.36,2.86,N
34.33123,-111.05895,326.5,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,278.45,3.61,N
34.33051,-111.05473,333.93,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,278.15,3.61,N
34.32979,-111.05052,337.76,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,280.27,3.79,N
34.32835,-111.04207,336.21,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,278.91,5.1,N
34.33695,-111.09261,300,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,271.67,1.55,N
34.33552,-111.08421,315.06,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.28,2.64,N
34.33481,-111.08,316.73,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,276.18,2.64,N
34.33788,-111.05752,339.28,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,282.85,4.25,N
34.3386,-111.06171,323.86,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,276.36,3.55,N
34.34074,-111.0743,334.7,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,279.09,2.2,N
34.34144,-111.07848,335.38,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,279.77,2.41,N
34.33763,-111.03578,295.31,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.8,2.75,N
34.33409,-111.0758,317.21,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,277.31,3.44,N
34.33194,-111.06316,298.51,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,274.27,2.86,N
34.32907,-111.04631,314.36,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.76,3.79,N
34.33127,-111.0747,328.34,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,278.44,3.16,N
34.33717,-111.05331,310.93,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,277.45,4.25,N
34.33645,-111.04912,316.01,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,277.92,1.7,N
34.33573,-111.04491,310.27,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.9,1.7,N
34.33813,-111.07925,324.44,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,279.13,2.64,N
34.34216,-111.08266,310.21,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.45,2.41,N
34.34286,-111.08683,319.6,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.69,2.5,N
34.33429,-111.03643,345.3,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,281.27,2.75,N
34.3367,-111.07085,327.73,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,277.56,3.44,N
34.33598,-111.06665,327.44,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,280.73,2.86,N
34.34405,-111.07354,298.79,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,274.95,2.2,N
34.31867,-111.02033,297.42,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,269.34,1.49,N
34.32471,-111.02071,307.22,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,272.61,2.13,N
34.32617,-111.02928,295.94,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,272.93,1.53,N
34.3269,-111.03355,302.99,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,273.41,1.53,N
34.32544,-111.025,326.64,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.43,2.13,N
34.32803,-111.01997,303.44,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,270.83,2.13,N
34.33022,-111.03283,305.01,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,274.67,1.53,N
34.32876,-111.02425,320.76,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.24,2.13,N
34.32949,-111.02855,328.53,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,278.73,1.53,N
34.33135,-111.0192,304.04,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,272.41,1.65,N
34.33356,-111.03217,311.27,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,274.19,1.95,N
34.33209,-111.02354,320.95,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.29,1.65,N
34.33283,-111.02787,330.66,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,277.65,1.95,N
34.33467,-111.01843,306.53,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,273.08,1.65,N
34.33542,-111.0228,313.52,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,274.19,1.65,N
34.33617,-111.02718,305.24,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,274.2,1.95,N
34.3369,-111.03151,303.19,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.25,1.95,N
32.85742,-117.14909,295.53,0.48,0.4,2025-01-07,0919,N21,VIIRS,n,2.0NRT,273.78,0.43,N
32.85769,-117.03003,301.22,0.47,0.4,2025-01-07,0919,N21,VIIRS,n,2.0NRT,274.63,1.11,N
33.41856,-110.86179,299.22,0.41,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,265.93,0.8,N
34.34334,-111.06936,297.57,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,274.65,2.2,N
34.33463,-118.51827,308.19,0.39,0.44,2025-01-07,0919,N21,VIIRS,n,2.0NRT,281.31,1.44,N
34.32606,-111.08465,304.4,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,271.57,1.81,N
34.34121,-111.05682,312.74,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.15,4.25,N
34.32629,-111.04517,330.35,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,278.17,4.64,N
34.31373,-111.05241,298.27,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,270.18,0.9,N
29.57741,-98.03159,299.11,0.77,0.77,2025-01-07,0919,N21,VIIRS,n,2.0NRT,271.47,2.13,N
28.17809,-99.8806,303.21,0.65,0.73,2025-01-07,0919,N21,VIIRS,n,2.0NRT,273.53,1.46,N
28.18445,-99.87823,295.57,0.65,0.73,2025-01-07,0919,N21,VIIRS,n,2.0NRT,272.38,1.38,N
28.35297,-98.55939,300.64,0.77,0.77,2025-01-07,0919,N21,VIIRS,n,2.0NRT,270.61,1.77,N
34.32179,-111.05933,327.39,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.27,3.51,N
28.2963,-99.23658,296.31,0.7,0.75,2025-01-07,0919,N21,VIIRS,n,2.0NRT,270.64,1.24,N
34.32701,-111.04939,346.75,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,282.43,4.64,N
34.32535,-111.08042,321.18,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,272.96,1.81,N
34.32772,-111.05361,348.54,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,284.03,5.84,N
34.33979,-111.04848,301.06,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.05,1.7,N
34.35209,-111.08028,302.78,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.38,1.41,N
34.33455,-111.05823,338.46,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,280.03,3.61,N
34.32582,-111.06279,317.49,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,274.12,1.45,N
34.32653,-111.067,305.36,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,272.56,1.45,N
34.32796,-111.07545,302.47,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,273.14,3.16,N
28.43113,-98.96934,299.01,0.72,0.76,2025-01-07,0919,N21,VIIRS,n,2.0NRT,270.23,1.32,N
34.32866,-111.07967,310.02,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,273.22,2.22,N
34.32938,-111.08389,310.71,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,272.4,2.22,N
38.65638,-120.52705,313.54,0.55,0.51,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.12,3.94,N
38.66686,-120.54009,330.54,0.55,0.51,2025-01-07,0919,N21,VIIRS,n,2.0NRT,279.16,4.43,N
34.33384,-111.05402,321.98,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,278.07,3.61,N
34.33312,-111.04982,332.7,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,278.12,3.79,N
34.33168,-111.04137,342.44,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,281.22,5.1,N
34.33096,-111.0371,335.49,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,279.63,5.1,N
34.33836,-111.04003,302.62,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,275.85,2.75,N
34.32843,-111.05783,333.57,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,279.16,5.84,N
34.33056,-111.07049,339.42,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,280.41,3.16,N
34.33501,-111.04068,325.74,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,276.9,2.75,N
34.35138,-111.07613,307.64,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,276.09,1.41,N
34.3502,-111.08945,304.96,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,273.74,1.74,N
38.31301,-121.83401,299.68,0.32,0.55,2025-01-07,0919,N21,VIIRS,n,2.0NRT,281.44,0.38,N
37.94041,-122.39154,296.48,0.34,0.56,2025-01-07,0919,N21,VIIRS,n,2.0NRT,286.31,0.88,N
34.15189,-118.19356,313.26,0.55,0.43,2025-01-07,0919,N21,VIIRS,n,2.0NRT,281.07,2.12,N
37.95127,-122.3984,297.55,0.34,0.56,2025-01-07,0919,N21,VIIRS,n,2.0NRT,286.55,1.54,N
34.3554,-111.0795,302.04,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,274.62,1.91,N
34.3244,-111.05435,335.72,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,277.68,5.84,N
33.81832,-118.24255,297.76,0.55,0.43,2025-01-07,0919,N21,VIIRS,n,2.0NRT,286.58,1.56,N
34.32511,-111.05858,335.42,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,278.81,5.84,N
32.16577,-104.07777,299.03,0.59,0.53,2025-01-07,0919,N21,VIIRS,n,2.0NRT,268.57,1.74,N
34.3528,-111.08447,304.64,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,274.57,1.74,N
33.42007,-110.86268,313.97,0.41,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,265.77,1.3,N
34.43101,-118.64373,310.95,0.39,0.44,2025-01-07,0919,N21,VIIRS,n,2.0NRT,281.9,1.62,N
34.31776,-111.05586,306.74,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,271.57,3.51,N
28.53322,-98.44033,328.46,0.77,0.77,2025-01-07,0919,N21,VIIRS,n,2.0NRT,270.87,6.72,N
33.81374,-118.23725,296.36,0.55,0.43,2025-01-07,0919,N21,VIIRS,n,2.0NRT,286.19,1.9,N
33.77792,-118.23687,299.38,0.55,0.43,2025-01-07,0919,N21,VIIRS,n,2.0NRT,287.79,1.18,N
33.61125,-117.82282,296.73,0.52,0.42,2025-01-07,0919,N21,VIIRS,n,2.0NRT,281.88,0.85,N
33.8522,-118.33243,300.4,0.56,0.43,2025-01-07,0919,N21,VIIRS,n,2.0NRT,288.03,1.84,N
34.31847,-111.06008,345.02,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,280.9,3.51,N
34.33198,-111.07892,319.11,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,276.09,2.22,N
38.0714,-122.13786,307.84,0.33,0.56,2025-01-07,0919,N21,VIIRS,n,2.0NRT,290.64,2.11,N
35.51531,-113.31554,297.32,0.39,0.36,2025-01-07,0919,N21,VIIRS,n,2.0NRT,265.6,1.17,N
34.3225,-111.06354,301.09,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,272.96,2.95,N
32.59877,-117.01342,303.79,0.47,0.4,2025-01-07,0919,N21,VIIRS,n,2.0NRT,280.91,0.71,N
33.71413,-117.71339,301.68,0.52,0.41,2025-01-07,0919,N21,VIIRS,n,2.0NRT,279.32,0.78,N
33.97066,-117.5022,325.03,0.51,0.41,2025-01-07,0919,N21,VIIRS,n,2.0NRT,276.02,3.77,N
34.31782,-118.51277,296.3,0.38,0.44,2025-01-07,0919,N21,VIIRS,n,2.0NRT,281.54,0.64,N
34.33931,-111.06591,311.03,0.4,0.37,2025-01-07,0919,N21,VIIRS,n,2.0NRT,277.72,3.55,N
